textID,text,selected_text,mood,Sentiment_score_VADER,Sentiment_VADER_label
15109,15109,i mentioned in my last post i was still feeling completely exhausted on the weekend,sadness,mentioned last post still feeling completely exhausted weekend,-0.3167
15110,15110,i could not help feeling thatrupert meant to be rude to my father though his words were quite polite,anger,could help feeling thatrupert meant rude father though word quite polite,0.0516
15111,15111,i started feeling better towards the afternoon and now i still intend to finish off some things in my to do list,joy,started feeling better towards afternoon still intend finish thing list,0.5267
15112,15112,i am feeling somewhat melancholy over that,sadness,feeling somewhat melancholy,-0.2748
15113,15113,i feel like a kid that s been naughty,love,feel like kid naughty,0.3612
15114,15114,i do hear and old jam a wave of nostalgia floods over me i become giddy and feel like a jubilant teenager again,joy,hear old jam wave nostalgia flood become giddy feel like jubilant teenager,0.7096
15115,15115,im not too jazzed about the first image but even before i have finished this one i am already feeling proud,joy,im jazzed first image even finished one already feeling proud,0.5574
15116,15116,i wish that i had listened to this album back in the day because i feel like i have missed out on so many listening opportunities it is not very often you come across an album that you like the whole way through,sadness,wish listened album back day feel like missed many listening opportunity often come across album like whole way,0.8074
15117,15117,ive been a huge fan of twitter since i joined in and as my engagement with those that i follow has increased over time ive found myself feeling like this is a go to source for me for any number of content options news biz trends marketing you get the picture,joy,ive huge fan twitter since joined engagement follow increased time ive found feeling like go source number content option news biz trend marketing get picture,0.9001
15118,15118,i feel like my songs are pretty lame and elementary but they like them,sadness,feel like song pretty lame elementary like,0.6597
15119,15119,i feel heartbroken when he tells me that he feels that i dont love him when i really do love him,sadness,feel heartbroken tell feel dont love really love,-0.9008
15120,15120,i am feeling a little uncertain as i am waiting to hear from my land lady to confirm a date and receive my contract,fear,feeling little uncertain waiting hear land lady confirm date receive contract,-0.1045
15121,15121,im not going to tell you to feel loving feelings toward her,love,im going tell feel loving feeling toward,0.6597
15122,15122,i feel like kierkegaard a hated and lonely philosopher,anger,feel like kierkegaard hated lonely philosopher,-0.6369
15123,15123,i know that i am even more unworthy to facilitate your children and i feel truly anguished that my interference with your work has stunted damaged or destroyed the promise once instilled by your spirit in to them,sadness,know even unworthy facilitate child feel truly anguished interference work stunted damaged destroyed promise instilled spirit,-0.7184
15124,15124,i just want people to leave me alone and not make me special because i feel really vain and bad when people pay that much attention to me,sadness,want people leave alone make special feel really vain bad people pay much attention,-0.7559
15125,15125,i seem to wake up every day recently feeling immensely irritable and i cant quite work out why,anger,seem wake every day recently feeling immensely irritable cant quite work,-0.3818
15126,15126,i am now feeling fine if not a bit worn out and tired from a few days of sickness,joy,feeling fine bit worn tired day sickness,-0.4215
15127,15127,i feel like i have a headcold and im groggy and even more exhausted today,sadness,feel like headcold im groggy even exhausted today,0
15128,15128,i dont know how to explain to you all the emotions that i felt at that moment but i can assure you of one thing i didnt have to convince myself to feel passionate about dominican republic,love,dont know explain emotion felt moment assure one thing didnt convince feel passionate dominican republic,-0.2769
15129,15129,i will come across a book that i feel has valuable information in it that i should keep for perusal at a later date,joy,come across book feel valuable information keep perusal later date,0.4767
15130,15130,i lie awake for hours and look at him and at times i feel so ashamed of my thoughts,sadness,lie awake hour look time feel ashamed thought,-0.4767
15131,15131,i feel this strange shift between us the heat between us intensifying and i get excited my nerves bubbling up inside me,fear,feel strange shift u heat u intensifying get excited nerve bubbling inside,0.1531
15132,15132,i don t feel very reassured when the general environment at a recruiters doesn t look like an office one either,joy,feel reassured general environment recruiter look like office one either,0.6369
15133,15133,im feeling shy to approach them,fear,im feeling shy approach,-0.128
15134,15134,i feel like a child with a most delicious treat while drinking it,joy,feel like child delicious treat drinking,0.836
15135,15135,i still feel horrible,sadness,still feel horrible,-0.5423
15136,15136,i feel incredibly disappointed in myself,sadness,feel incredibly disappointed,-0.5256
15137,15137,i feel like it but i cant i cant give in i am just to stubborn and i must win,anger,feel like cant cant give stubborn must win,0.6563
15138,15138,i entered the temple feeling vaguely terrified,fear,entered temple feeling vaguely terrified,-0.5423
15139,15139,i fall asleep these days feeling as if the day has been worthwhile,joy,fall asleep day feeling day worthwhile,0.4404
15140,15140,this happened a year when i was having a hard time,joy,happened year hard time,-0.1027
15141,15141,i look pretty today without feeling vain,sadness,look pretty today without feeling vain,0.6324
15142,15142,i dunno i feel like ive been on opiates forever i dont even remember my carefree life before r or even with her as an infant when i didnt use anything its summer again which means im almost one year on this merry go round of addiction,joy,dunno feel like ive opiate forever dont even remember carefree life r even infant didnt use anything summer mean im almost one year merry go round addiction,0.539
15143,15143,i didnt feel too needy i didnt feel too emotional,sadness,didnt feel needy didnt feel emotional,0.1511
15144,15144,i feel petty a href http clairee,anger,feel petty href http clairee,-0.2023
15145,15145,i have some christmas undecorating to start but im in no hurry i like feeling festive,joy,christmas undecorating start im hurry like feeling festive,0.7184
15146,15146,i am is cornish and i feel so insulted and hurt to know that people my own age dont see what i see dont understand how much cornwall is important to their lives,anger,cornish feel insulted hurt know people age dont see see dont understand much cornwall important life,-0.7096
15147,15147,there was a cat on the street it had been run over and its head was open we passed beside it,anger,cat street run head open passed beside,0
15148,15148,i feel an aching tiredness that goes down to my core,sadness,feel aching tiredness go core,-0.4939
15149,15149,i feel comfortable enough doing presentations in front of professors and students i am a performer so its somewhat like the same thing most of my experiences back in grade school were hard when it came to presenting because i wasnt into it or got made fun of,joy,feel comfortable enough presentation front professor student performer somewhat like thing experience back grade school hard came presenting wasnt got made fun,0.341
15150,15150,i know feel a sense of responsibility toward those whose family and homes were devastated by hurricane katrina,sadness,know feel sense responsibility toward whose family home devastated hurricane katrina,-0.6124
15151,15151,i never knew these feelings entertained by anyone that they did not however unknown to himself tinge the language of the person who imbibed them and thereby produce incalculable mischief,joy,never knew feeling entertained anyone however unknown tinge language person imbibed thereby produce incalculable mischief,-0.6283
15152,15152,i feel bad for pretty much everyone involved and am generally bummed to see violence take place perhaps most disturbing of all is the insidious if not predictable victim blaming that has taken hold in the days since the violent incident,sadness,feel bad pretty much everyone involved generally bummed see violence take place perhaps disturbing insidious predictable victim blaming taken hold day since violent incident,-0.9509
15153,15153,i feel so idiotic right now,sadness,feel idiotic right,-0.5574
15154,15154,ive been more intensely feeling unloved,sadness,ive intensely feeling unloved,-0.3368
15155,15155,i feel the need to be productive,joy,feel need productive,0
15156,15156,i discovered out what created my wife feel lovedi was shocked,surprise,discovered created wife feel lovedi shocked,-0.0772
15157,15157,i go to bed feeling triumphant,joy,go bed feeling triumphant,0.5994
15158,15158,i feel that artists should be supportive of one another not stretching to find ways for others not to be able to express themselves in their love of art too,love,feel artist supportive one another stretching find way others able express love art,0.7506
15159,15159,i did feel my heart rate increase after the baths and i am curious as to how they d work in the long run on a fat loss plan but between the cost of lbs of ice at a time and the increasingly low temperatures in my apartment i gave them up after a short run,surprise,feel heart rate increase bath curious work long run fat loss plan cost lb ice time increasingly low temperature apartment gave short run,0.0516
15160,15160,i suppose thats why i feel so melancholy about the whole thing,sadness,suppose thats feel melancholy whole thing,-0.4404
15161,15161,i was slicing a knife through a creamy cheesecake and i could imagine exactly how it would feel in my eager mouth,joy,slicing knife creamy cheesecake could imagine exactly would feel eager mouth,0.3612
15162,15162,i love the sweet grateful people we serve and speaking with our members and meeting them in person always makes me feel invigorated,joy,love sweet grateful people serve speaking member meeting person always make feel invigorated,0.9001
15163,15163,i feel like im being punished for wanting to make some money,sadness,feel like im punished wanting make money,-0.128
15164,15164,i feel so honored that my new blog is being noticed,joy,feel honored new blog noticed,0.5859
15165,15165,i wear it i feel super safe and calm,joy,wear feel super safe calm,0.8442
15166,15166,i walked away feeling triumphant with my first purchase of new make up finally done,joy,walked away feeling triumphant first purchase new make finally done,0.5994
15167,15167,i was annoyed this particular day as it seemad that the odds were not in my favour my grandfather added fuel to the fire,anger,annoyed particular day seemad odds favour grandfather added fuel fire,-0.2732
15168,15168,i feel a bit triumphant about that,joy,feel bit triumphant,0.5267
15169,15169,i feel so guilty sometimes that he has to share me with the challenges life has thrown our way financially emotionally and most recently medically,sadness,feel guilty sometimes share challenge life thrown way financially emotionally recently medically,-0.0772
15170,15170,i do not feel disadvantaged because i believe that as long as there is humanity in the subjects there is a potential for communication and the sharing of ideas and a potential to find a common ground in language,sadness,feel disadvantaged believe long humanity subject potential communication sharing idea potential find common ground language,0.0258
15171,15171,i feel honoured and very happy to become part of this wonderful team thanks to nadia,joy,feel honoured happy become part wonderful team thanks nadia,0.926
15172,15172,i feel somewhat brave for posting this photo again,joy,feel somewhat brave posting photo,0.4779
15173,15173,i didn t feel all that trusting of anybody,joy,feel trusting anybody,0.4019
15174,15174,i tend to avoid the news because i often feel like it doesn t add value to my life and only makes me fearful anxious and slightly paranoid,fear,tend avoid news often feel like add value life make fearful anxious slightly paranoid,-0.4951
15175,15175,i feel foolish admitting how hard this hit me,sadness,feel foolish admitting hard hit,-0.3612
15176,15176,im feeling terribly impatient,anger,im feeling terribly impatient,-0.6486
15177,15177,i begin to feel a dull ache in my left side,sadness,begin feel dull ache left side,-0.6486
15178,15178,im now wondering if that was supposed to be a metaphor for his feelings for neal im not convinced thats the case because he seemed pretty into her but who knows,joy,im wondering supposed metaphor feeling neal im convinced thats case seemed pretty know,0.7506
15179,15179,i was actually feeling very discouraged last week and then i bit the bullet and looked at this,sadness,actually feeling discouraged last week bit bullet looked,-0.296
15180,15180,im feeling adventurous today getting excited about my upcoming vacation so i thought why not dress for my mood,joy,im feeling adventurous today getting excited upcoming vacation thought dress mood,0.6486
15181,15181,i like frappes and shit when im feeling naughty but i drink tea daily,love,like frappe shit im feeling naughty drink tea daily,-0.1531
15182,15182,i know that when i eat horribly i feel horrible,sadness,know eat horribly feel horrible,-0.7845
15183,15183,i feel listless bored useless,sadness,feel listless bored useless,-0.5994
15184,15184,i feel like all the unsuccessful endeavors in my friends lives are my fault,sadness,feel like unsuccessful endeavor friend life fault,0.128
15185,15185,i write now it feels like furious abandonment to embrace a cliche,anger,write feel like furious abandonment embrace cliche,-0.5106
15186,15186,i cannot describe to you the feeling of frantic alarm that overtook me,fear,cannot describe feeling frantic alarm overtook,-0.0936
15187,15187,id gotten the feeling that her friend hated me deeply for whatever id done to her,anger,id gotten feeling friend hated deeply whatever id done,-0.128
15188,15188,when i was cycling past a parked car someone opened the door and nearly pushed me off my bike and into the traffic,fear,cycling past parked car someone opened door nearly pushed bike traffic,0
15189,15189,i feel the wind blow and i feel the love and presence of the rest of my divine family a href http soulbitesblog,joy,feel wind blow feel love presence rest divine family href http soulbitesblog,0.8316
15190,15190,i feel as if these words are petty so i am telling you now that my actions are going to speak louder than my words ever will be able to,anger,feel word petty telling action going speak louder word ever able,-0.2023
15191,15191,i am now feeling like i want to be the raider that i once was a vital and important part of a team of peers,joy,feeling like want raider vital important part team peer,0.743
15192,15192,i even cry over you when you never once made me feel happy for a whole day,joy,even cry never made feel happy whole day,-0.7268
15193,15193,i feel so fucking rebellious all the rules and its so regimented like if class starts at theyre taking roll at,anger,feel fucking rebellious rule regimented like class start theyre taking roll,0.0018
15194,15194,i last talked to her and now i feel all bouncy again i shall sleep well tonight methinks,joy,last talked feel bouncy shall sleep well tonight methinks,0.2732
15195,15195,i feel helpless like i want to hurl over and just cave in to the sadness trying to devour me,sadness,feel helpless like want hurl cave sadness trying devour,-0.4767
15196,15196,i don t feel frustrated anymore from the fierce us media campaign against egypt because the more they attack us the more we know that we are on the right track,anger,feel frustrated anymore fierce u medium campaign egypt attack u know right track,-0.7579
15197,15197,i feel like all of the artists i love the ones i find truly talented seem to have a unique style that you can recognize from a mile away,joy,feel like artist love one find truly talented seem unique style recognize mile away,0.9169
15198,15198,i know you do but i m feeling impatient cause i asked you a question in mine and i m waiting for an answer,anger,know feeling impatient cause asked question mine waiting answer,-0.1779
15199,15199,i keep feeling so disgusted with myself,anger,keep feeling disgusted,-0.4404
15200,15200,i feel proud and dont regret going down the path that i went on,joy,feel proud dont regret going path went,0.6632
15201,15201,i feel more than ever that the computers i pour code and art into are extensions of myself and thats pretty goddamned cool in my book but i am hopelessly romantic about creativity and prone to fits of stereotypical artist bullshit so grain of salt,joy,feel ever computer pour code art extension thats pretty goddamned cool book hopelessly romantic creativity prone fit stereotypical artist bullshit grain salt,0.3612
15202,15202,i feel like every day i walk around with so much stress and sadness that im literally amazed im still here that i still function that im still basically a friendly stable person,surprise,feel like every day walk around much stress sadness im literally amazed im still still function im still basically friendly stable person,0.6597
15203,15203,i personally feel to confront violent death with absolute openness for example on video which is not something i have managed to do yet,anger,personally feel confront violent death absolute openness example video something managed yet,-0.7964
15204,15204,im feeling afraid,fear,im feeling afraid,0.128
15205,15205,i am feeling quite disorganised and distracted and i wish i could answer some of the questions i seem to be unable to block out or forget or answer with logical answers uuuugh,anger,feeling quite disorganised distracted wish could answer question seem unable block forget answer logical answer uuuugh,-0.4615
15206,15206,i remember feeling nervous that i wasnt progressing so i was so thrilled,fear,remember feeling nervous wasnt progressing thrilled,-0.4599
15207,15207,i feel for you my beloved master time will tell you this is true,joy,feel beloved master time tell true,0.7269
15208,15208,i feel quite needy have not recourse amp u http cabeal,sadness,feel quite needy recourse amp u http cabeal,-0.4005
15209,15209,id love to see this campaign go viral to help raise awareness and funds to support the hotline so more women and children can feel safe something most of us take for granted,joy,id love see campaign go viral help raise awareness fund support hotline woman child feel safe something u take granted,0.926
15210,15210,i must tell you i feel pretty stupid standing in my yard revving the motor letting it stop revving the motor and letting it stop times to get more inches of line,sadness,must tell feel pretty stupid standing yard revving motor letting stop revving motor letting stop time get inch line,-0.5574
15211,15211,i feel extremely alone and isolated but the thing is is that nothing could be further from the truth,sadness,feel extremely alone isolated thing nothing could truth,-0.7035
15212,15212,i must confess to fighting my way through reading the first half of the book and feeling much better going through the second half of the story,joy,must confess fighting way reading first half book feeling much better going second half story,0.2263
15213,15213,i honestly never expected to feel so vulnerable,fear,honestly never expected feel vulnerable,0.567
15214,15214,i feel how totally utterly trusting and reliant on me you are i cant bear the idea of ever not being here,joy,feel totally utterly trusting reliant cant bear idea ever,0.6501
15215,15215,i have reason to believe that my faith in trusting them has been betrayed by a lie or worse i start to doubt what my heart wants to feel this is where things get messy,sadness,reason believe faith trusting betrayed lie worse start doubt heart want feel thing get messy,-0.743
15216,15216,i didnt have to convince myself he was my soulmate and i feel very reluctant to use that word regarding him because my chemistry with him actually is unlike anything ive ever experienced,fear,didnt convince soulmate feel reluctant use word regarding chemistry actually unlike anything ive ever experienced,-0.7083
15217,15217,im home and feeling a bit low,sadness,im home feeling bit low,-0.1531
15218,15218,i decided that i was feeling so horny that i would have to do something before i burst,love,decided feeling horny would something burst,0.128
15219,15219,i looked her deeply in the eyes and expressed to her that i loved her so deeply and that what she perceived as anger was my frustration at feeling inadequate to take care of her,sadness,looked deeply eye expressed loved deeply perceived anger frustration feeling inadequate take care,-0.2911
15220,15220,i feel weird taking up time and making these sometimes terrible sounds that people have to hear,surprise,feel weird taking time making sometimes terrible sound people hear,-0.5859
15221,15221,i feel the near and lively presence of the well loved past,joy,feel near lively presence well loved past,0.836
15222,15222,i feel obnoxious for saying that,anger,feel obnoxious saying,-0.4588
15223,15223,i realized that i m feeling artistic in the extreme because the justice center has not been very kind to me lately,joy,realized feeling artistic extreme justice center kind lately,0.8074
15224,15224,i feel like i want to be very very rebellious until they regret of what they have done to their single daughter,anger,feel like want rebellious regret done single daughter,-0.296
15225,15225,i express zooms on with all its faults and foibles and entertains non stop in a rather odd manner where you are left feeling rather inadequate that something is not fully right that something better could have been done with a little bit of application a little bit of better storytelling,sadness,express zoom fault foible entertains non stop rather odd manner left feeling rather inadequate something fully right something better could done little bit application little bit better storytelling,0.3242
15226,15226,i feel fearful and then actually do that one thing it usually turns out to be a good thing,fear,feel fearful actually one thing usually turn good thing,-0.0772
15227,15227,i let every angry thought run through my head crying as i sat with those feelings and then i convinced myself to let them go,joy,let every angry thought run head cry sat feeling convinced let go,-0.4939
15228,15228,i have a heart to serve to better their situation but in that moment i feel so helpless,fear,heart serve better situation moment feel helpless,-0.0258
15229,15229,i feel grumpy to wake up so early,anger,feel grumpy wake early,0
15230,15230,i could feel the aching starting earlier in the day,sadness,could feel aching starting earlier day,-0.4939
15231,15231,i was sitting in church this morning and looking around at the various people scattering the pews and wondering how many of them were feeling beaten down right at this moment,sadness,sitting church morning looking around various people scattering pew wondering many feeling beaten right moment,-0.3182
15232,15232,im really praying and concentrating and im just inundated in thoughts that i feel should be devoted much time to,love,im really praying concentrating im inundated thought feel devoted much time,0.6697
15233,15233,i feel is determined by the thoughts i allow to dominate my thinking,joy,feel determined thought allow dominate thinking,0.4215
15234,15234,the day i received the key of my apartment and we could enter in it,joy,day received key apartment could enter,0
15235,15235,i feel an aching gap in my heart,sadness,feel aching gap heart,-0.4939
15236,15236,i needed to feel energetic and confident,joy,needed feel energetic confident,0.7269
15237,15237,i feel unloved you are there to remind me you love me,sadness,feel unloved remind love,0.3182
15238,15238,i was feeling that we had two too many as it was but oh well,joy,feeling two many oh well,0.3818
15239,15239,i feel like i find this graceful yet sharp peace within myself but then it seems to dissappear so quickly when that peace within the heart that feels like its breaking,joy,feel like find graceful yet sharp peace within seems dissappear quickly peace within heart feel like breaking,0.9325
15240,15240,i feel like a tortured artist when i talk to her,anger,feel like tortured artist talk,-0.2732
15241,15241,i feel like it wasnt that bad but i probably wouldnt have told you that in the moment,sadness,feel like wasnt bad probably wouldnt told moment,0.6542
15242,15242,i found myself feeling fairly ignored sort of taken for granted you know,sadness,found feeling fairly ignored sort taken granted know,0.0516
15243,15243,i love the way he talks sometimes i feel shy when i was inside him,fear,love way talk sometimes feel shy inside,0.4939
15244,15244,i had pocket qq and was feeling pretty confident lol,joy,pocket qq feeling pretty confident lol,0.7579
15245,15245,i want to tell everyone exactly how im feeling but as soon as i start to i feel ten times more pathetic and stop talking,sadness,want tell everyone exactly im feeling soon start feel ten time pathetic stop talking,-0.6249
15246,15246,im so excited for you to try my mineral makeup starter kit and feel more gorgeous more beautiful and more confident than youve ever felt before that im willing to give you such an incredible deal,joy,im excited try mineral makeup starter kit feel gorgeous beautiful confident youve ever felt im willing give incredible deal,0.926
15247,15247,i feel like a selfish bitch for feeling this way when countless impoverished people are suffering surely a hundred folds more than i am,anger,feel like selfish bitch feeling way countless impoverished people suffering surely hundred fold,-0.6249
15248,15248,i feel like no matter how much preparation i do i am doomed to be my usual traveler on the fly,sadness,feel like matter much preparation doomed usual traveler fly,-0.3818
15249,15249,i feel like the rest of the season will continue to be successful like we were at freestone,joy,feel like rest season continue successful like freestone,0.8316
15250,15250,i just decided to put a closure on the irritant and avoid them altogether or make their presence feel equally unwelcome,sadness,decided put closure irritant avoid altogether make presence feel equally unwelcome,-0.802
15251,15251,i never feel deprived and i most certainly never go hungry,sadness,never feel deprived certainly never go hungry,0.1326
15252,15252,i finished our drinks and left and i came to feel more and more sympathetic and bad for this old man to the point where im still thinking about it hours later,love,finished drink left came feel sympathetic bad old man point im still thinking hour later,-0.0516
15253,15253,i can t shake the feeling of being fundamentally dissatisfied with my selection in the democratic primaries,anger,shake feeling fundamentally dissatisfied selection democratic primary,-0.4215
15254,15254,i do make myself feel kind of intelligent and inspired sometimes,joy,make feel kind intelligent inspired sometimes,0.8625
15255,15255,i wont discuss any further made me feel really restless,fear,wont discus made feel really restless,-0.3384
15256,15256,i cannot feel my lips they are numb and burning,sadness,cannot feel lip numb burning,0.2584
15257,15257,i can get away these days with the gag line when i feel like being sarcastic that i feel sorry for anyone who wasn t fortunate enough to be born mexican,anger,get away day gag line feel like sarcastic feel sorry anyone fortunate enough born mexican,0.1779
15258,15258,i felt this coming on and i didn t do anything about it no it s the p docs fault because i mentioned feeling irritable at our last appointment and he didn t do anything about it,anger,felt coming anything p doc fault mentioned feeling irritable last appointment anything,-0.6486
15259,15259,i fight for him when i feel it is just he said and alexander s gaze seemed to turn curious,surprise,fight feel said alexander gaze seemed turn curious,-0.0772
15260,15260,i feel like affirmation however petty is what i really need,anger,feel like affirmation however petty really need,0.1779
15261,15261,im just gonna end here cause i feel stupid lying on my bed typing non stop for the past mins,sadness,im gonna end cause feel stupid lying bed typing non stop past min,-0.8402
15262,15262,i feel wronged by you over and over,anger,feel wronged,-0.4404
15263,15263,i do feel irritated at times because he tried to hold me and stuff ill push away or not throw temper and shout at him,anger,feel irritated time tried hold stuff ill push away throw temper shout,-0.8225
15264,15264,i kind of feel more violent after having watched the non violence video,anger,kind feel violent watched non violence video,-0.6808
15265,15265,im back to my un emo mood re reading that post makes me feel like im over reacting over something so petty,anger,im back un emo mood reading post make feel like im reacting something petty,0.1779
15266,15266,i walk away from church feeling invigorated and ready to embrace the week,joy,walk away church feeling invigorated ready embrace week,0.7269
15267,15267,i feel so incredibly blessed especially during the hectic exam period,joy,feel incredibly blessed especially hectic exam period,0.6361
15268,15268,i do not need to shower a child with gifts to feel like i am caring,love,need shower child gift feel like caring,0.8225
15269,15269,i feel a pang every time i read an amazing canadian literary magazine for instance that id love to submit to only to see im on the do not enter list,joy,feel pang every time read amazing canadian literary magazine instance id love submit see im enter list,0.8402
15270,15270,i think the biggest problem is that rather than turning something like this off people feel the need to become victimized by something that has nothing to do with them and blog about it in nd rate publications and that is being generous,sadness,think biggest problem rather turning something like people feel need become victimized something nothing blog nd rate publication generous,0.0772
15271,15271,i have been feeling very empty and numb the past few months,sadness,feeling empty numb past month,-0.4019
15272,15272,im really feeling very disheartened by it,sadness,im really feeling disheartened,-0.399
15273,15273,i recently lost lbs of the i gained over the past year and i feel fab,joy,recently lost lb gained past year feel fab,0.5106
15274,15274,i was starting to feel alarmed,fear,starting feel alarmed,-0.34
15275,15275,i had a feeling this little girl was going to arrive soon but i still felt very unsure of when it would actually happen,fear,feeling little girl going arrive soon still felt unsure would actually happen,-0.128
15276,15276,i took a sip tonight and am feeling pleasantly mellow,joy,took sip tonight feeling pleasantly mellow,0.5574
15277,15277,i feel blessed beyond belief to live in a day amp age when this treatment is available also to have a husband thats footing a very expensive medical bill,joy,feel blessed beyond belief live day amp age treatment available also husband thats footing expensive medical bill,0.5994
15278,15278,i really do what i feel like doing about of the time they get mad,anger,really feel like time get mad,-0.1082
15279,15279,i feel a change coming espa a hd target blank rel nofollow title google img src http sky sport,sadness,feel change coming espa hd target blank rel nofollow title google img src http sky sport,0
15280,15280,id actually been feeling less hostile towards ms than a lot of my linux using brethren lately,anger,id actually feeling le hostile towards m lot linux using brother lately,-0.2732
15281,15281,id be feeling shaky too if id spent a week contemplating how id just pissed away my lifes work,fear,id feeling shaky id spent week contemplating id pissed away life work,-0.6808
15282,15282,i feel a surge of adrenaline and excitement as i immediately recognize these two birds to be a gorgeous pair of marbled murrelets,joy,feel surge adrenaline excitement immediately recognize two bird gorgeous pair marbled murrelets,0.802
15283,15283,i was disgusted at the way the bus conductor threw out an old woman oiut of the minibus simply because she could not pay the fare for her luggage,anger,disgusted way bus conductor threw old woman oiut minibus simply could pay fare luggage,-0.5859
15284,15284,i think about how great everyone elses life is i feel that much more crappy about mine,sadness,think great everyone el life feel much crappy mine,0.128
15285,15285,i feel like the saddest most pathetic piece of shit on this planet,sadness,feel like saddest pathetic piece shit planet,-0.8689
15286,15286,i forgive myself that i have accepted and allowed myself to express myself in such a way so that i could feel superior and more than others,joy,forgive accepted allowed express way could feel superior others,0.7717
15287,15287,i feel greedy part comes in,anger,feel greedy part come,-0.3182
15288,15288,i am content i am restrained to myself which in turn makes me feel satisfied with the environment i am into myself and thats all i need,joy,content restrained turn make feel satisfied environment thats need,0.4215
15289,15289,i was feeling wronged and impotent,anger,feeling wronged impotent,-0.5423
15290,15290,i feel curious and bewildered,surprise,feel curious bewildered,0.3182
15291,15291,i feel nostalgic a lot more than i felt after passing out of the school,love,feel nostalgic lot felt passing school,0
15292,15292,i know is that it s better for me as a teacher i feel the lesson is more pleasant that the language work is less artificial and it feels good that what i teach is closer to what they need instead of what someone else who is not even there thinks they need,joy,know better teacher feel lesson pleasant language work le artificial feel good teach closer need instead someone else even think need,0.8442
15293,15293,i think i want to go to an aa meeting just to hear the stories but it feels rude,anger,think want go aa meeting hear story feel rude,-0.4019
15294,15294,i didnt need that reminder plus her words made me feel as if she saw me as pathetic,sadness,didnt need reminder plus word made feel saw pathetic,-0.5719
15295,15295,i email or try to communicate in any capacity even if it s to go tell me to go pound sand feeling respected and loved is something that doesn t happen a whole lot in my life right now,joy,email try communicate capacity even go tell go pound sand feeling respected loved something happen whole lot life right,0.8176
15296,15296,i feel so idiotic all the sudden,sadness,feel idiotic sudden,-0.5574
15297,15297,i laid on my bed and tried to hide my feelings when my sweet little girl crawled onto the bed laid on top of me and said gently mommy whats bothering you,joy,laid bed tried hide feeling sweet little girl crawled onto bed laid top said gently mommy whats bothering,0.6124
15298,15298,i feel so stupid because the first week of it fair wasnt even worth working for,sadness,feel stupid first week fair wasnt even worth working,-0.4149
15299,15299,i am feeling really weepy today i am sure i will feel better tomorrow xxx,sadness,feeling really weepy today sure feel better tomorrow xxx,0.5221
15300,15300,i am feeling hesitant right now going in this alone but am trying to remain optimistic,fear,feeling hesitant right going alone trying remain optimistic,-0.0516
15301,15301,im thinking of locking myself in my house until i manage to get it all organized but i have a feeling i may become as cranky and isolated as this dear friend a href http,anger,im thinking locking house manage get organized feeling may become cranky isolated dear friend href http,0.6124
15302,15302,i have a feeling im going to be seriously envious of whoever wins because i really want this one all to myself,anger,feeling im going seriously envious whoever win really want one,0.4754
15303,15303,i feel like i have been beaten up and looking back on my week i can see why,sadness,feel like beaten looking back week see,-0.0772
15304,15304,i am grateful to have a strong support system both internally and externally that i can rely on when i am feeling uncertain and weak,fear,grateful strong support system internally externally rely feeling uncertain weak,0.6597
15305,15305,i look at it and again i feel horrible,sadness,look feel horrible,-0.5423
15306,15306,i feel hopeless helpless and paralysed,sadness,feel hopeless helpless paralysed,-0.7184
15307,15307,i was feeling regretful that i made contact with someone with whom i need to keep distance,sadness,feeling regretful made contact someone need keep distance,-0.34
15308,15308,i feel like everyone who will be caring for zach in some way needs to be at least slightly educated in what is ok and what is not,love,feel like everyone caring zach way need least slightly educated ok,0.7665
15309,15309,i appreciate the mix of modern hard rock and classic heavy metal on faithsedge s new album the answer of insanity i also feel the album lack of strong melodies,joy,appreciate mix modern hard rock classic heavy metal faithsedge new album answer insanity also feel album lack strong melody,-0.1027
15310,15310,i hate talking about presents because i feel greedy,anger,hate talking present feel greedy,-0.7184
15311,15311,i must feel hatred for the innocent deaths of all those americans,joy,must feel hatred innocent death american,-0.7717
15312,15312,i was tempted at first to name one of the many projects that the archdiocese has underway that i feel very passionate about like the restoration of saint patrick s cathedral or the strategic plan for our excellent catholic schools,love,tempted first name one many project archdiocese underway feel passionate like restoration saint patrick cathedral strategic plan excellent catholic school,0.8625
15313,15313,i cant help but feel someones going to end up pissed at me,anger,cant help feel someone going end pissed,-0.7549
15314,15314,i love it when i feel hot and beautiful and sexy,love,love feel hot beautiful sexy,0.91
15315,15315,i wear this when i m feeling playful and silly,joy,wear feeling playful silly,0.5423
15316,15316,i am feeling very gorgeous and i dont have to go outside in the cold with a bald head or with a wig that i dont like all that much,joy,feeling gorgeous dont go outside cold bald head wig dont like much,0.5252
15317,15317,i know is that i personally feel like staying in bed sleeping hours of the day never working again in my life and maybe eventually taking up hot yoga or zumba or some lame housewife esque passion,love,know personally feel like staying bed sleeping hour day never working life maybe eventually taking hot yoga zumba lame housewife esque passion,0.4019
15318,15318,i still need to feel listened to even if iam idiotic and naive in relation,sadness,still need feel listened even iam idiotic naive relation,-0.6908
15319,15319,i feel rather pathetic,sadness,feel rather pathetic,-0.5719
15320,15320,no description,anger,description,0
15321,15321,i doubt any of the stress and grief that i feel will be resolved,joy,doubt stress grief feel resolved,-0.7783
15322,15322,i was feeling incredibly stressed out about not getting everything done not having the right clothes stuff like that,sadness,feeling incredibly stressed getting everything done right clothes stuff like,0.079
